"ID","transponder","sex"
"B4P9125","40C0000000008001",2
"B4P9126","F4C0000000008001",2
"B4P9126","9AC0000000008001",2
"B4P9127","74C0000000008001",1
"B4P9128","BCC0000000008001",2
"B4P9129","62C0000000008001",2
"B4P9130","42C0000000008001",2
"B4P9131","CAC0000000008001",2
"B4P9132","84C0000000008001",1
"B4P9132","A4C0000000008001",1
"B4P9133","0AC0000000008001",1
"B4P9134","ECC0000000008001",2
"B4P9134","FF40000000008001",2
"B4P9135","30C0000000008001",2
"B4P9136","DCC0000000008001",1
"B4P9137","92C0000000008001",2
"B4P9138","A5C0000000008001",1
"B4P9138","BEC0000000008001",1
"B4P9139","F6C0000000008001",2
"B4P9140","65C0000000008001",2
"B4P9141","CEC0000000008001",1
"B4P9142","11C0000000008001",2
"B4P9143","15C0000000008001",2
"B4P9144","B5C0000000008001",2
"B4P9145","16C0000000008001",2
"B4P9146","0DC0000000008001",1
"B4P9147","1DC0000000008001",2
"B4P9148","D1C0000000008001",2
"B4P9149","85C0000000008001",2
"B4P9150","5DC0000000008001",2
"B4P9151","25C0000000008001",2
"B4P9152","45C0000000008001",1
"B4P9153","49C0000000008001",2
"B4P9154","22C0000000008001",2
"B4P9155","50C0000000008001",1
"B4P9156","D4C0000000008001",2
"B4P9157","70C0000000008001",1
"B4P9158","7CC0000000008001",2
"B4P9159","02C0000000008001",2
"B4P9160","18C0000000008001",2
"B4P9161","68C0000000008001",1
"B4P9162","80C0000000008001",2
"B4P9163","C2C0000000008001",2
"B4P9164","DAC0000000008001",2
"B4P9165","34C0000000008001",2
"B4P9166","AAC0000000008001",2
"B4P9167","60C0000000008001",1
"B4P9168","D0C0000000008001",2
"B4P9169","6CC0000000008001",1
"B4P9170","28C0000000008001",1
"B4P9171","3CC0000000008001",1
"B4P9172","24C0000000008001",2
"B4P9173","51C0000000008001",1
"B4P9174","91C0000000008001",1
"B4P9175","C8C0000000008001",1
"B4P9176","8CC0000000008001",2
"B4P9177","76C0000000008001",2
"B4P9178","69C0000000008001",1
"B4P9179","E4C0000000008001",1
"B4P9180","14C0000000008001",2
"B4P9181","20C0000000008001",2
"B4P9182","F1C0000000008001",2
"B4P9183","46C0000000008001",1
"B4P9184","E5C0000000008001",1
"B4P9185","88C0000000008001",2
"B4P9186","E8C0000000008001",2
"B4P9187","F8C0000000008001",1
"B4P9188","D2C0000000008001",1
"B4P9189","B0C0000000008001",2
"B4P9190","72C0000000008001",2
"B4P9191","0CC0000000008001",2
"B4P9192","52C0000000008001",2
"B4P9193","82C0000000008001",1
"B4P9194","FCC0000000008001",2
"B4P9195","98C0000000008001",2
"B4P9196","7F40000000008001",2
"B4P9197","38C0000000008001",2
"B4P9198","A8C0000000008001",1
"B4P9199","2CC0000000008001",2
"B4P9200","1AC0000000008001",1
"B4P9201","9100000000008001",2
"B4P9202","5100000000008001",2
"B4P9203","7200000000008001",1
"B4P9204","D600000000008001",1
"B4P9206","B600000000008001",2
"B4P9207","DA00000000008001",1
"B4P9208","5600000000008001",1
"B4P9209","1100000000008001",1
"B4P9210","EF00000000008001",1
"B4P9211","5F00000000008001",1
"B4P9212","BF00000000008001",2
"B4P9213","56C0000000008001",1
"B4P9213","FF00000000008001",1
"B4P9214","4080000000008001",1
"B4P9215","DF00000000008001",1
"B4P9216","3F00000000008001",1
"B4P9217","9600000000008001",1
"B4P9218","1F00000000008001",1
"B4P9219","7F00000000008001",2
"B4P9221","5880000000008001",1
"B4P9222","C080000000008001",2
"B4P9223","3080000000008001",2
"B4P9224","0080000000008001",1
"B4P9225","3B00000000008001",1
"B4P9226","8080000000008001",2
"B4P9227","0300000000008001",2
"B4P9228","E080000000008001",1
"B4P9229","9080000000008001",1
"B4P9230","4B00000000008001",1
"B4P9231","1B00000000008001",2
"B4P9232","3C80000000008001",2
"B4P9233","0280000000008001",2
"B4P9234","2C80000000008001",2
"B4P9235","CC80000000008001",1
"B4P9236","FC80000000008001",2
"B4P9237","DC80000000008001",1
"B4P9238","5C80000000008001",2
"B4P9239","9C80000000008001",1
"B4P9239","6250000000008001",1
"B4P9240","7C80000000008001",1
"B4P9241","BC80000000008001",2
"B4P9242","4C80000000008001",2
"B4P9243","B080000000008001",1
"B4P9244","E100000000008001",2
"B4P9245","F080000000008001",2
"B4P9246","5080000000008001",1
"B4P9246","61D0000000008001",1
"B4P9247","CB00000000008001",2
"B4P9248","9B00000000008001",2
"B4P9249","8A80000000008001",1
"B4P9250","4A80000000008001",2
"B4P9251","7A80000000008001",1
"B4P9252","FA80000000008001",2
"B4P9253","D680000000008001",1
"B4P9254","5680000000008001",1
"B4P9255","CA80000000008001",2
"B4P9256","EE80000000008001",1
"B4P9257","6E80000000008001",1
"B4P9258","8C80000000008001",1
"B4P9259","3180000000008001",1
"B4P9260","0180000000008001",1
"B4P9261","FE80000000008001",2
"B4P9262","0D80000000008001",2
"B4P9263","2580000000008001",2
"B4P9264","1980000000008001",2
"B4P9265","3D80000000008001",2
"B4P9266","1380000000008001",2
"B4P9267","2B80000000008001",1
"B4P9268","D180000000008001",2
"B4P9269","8D80000000008001",1
"B4P9270","BD80000000008001",1
"B4P9273","9980000000008001",2
"B4P9274","8180000000008001",1
"B4P9275","B180000000008001",1
"B4P9276","6B80000000008001",1
"B4P9277","5380000000008001",2
"B4P9279","6580000000008001",2
"B4P9280","AB80000000008001",2
"B4P9281","3880000000008001",1
"B4P9282","7180000000008001",2
"B4P9283","5980000000008001",1
"B4P9284","7D80000000008001",1
"B4P9285","3280000000008001",2
"B4P9286","8280000000008001",1
"B4P9287","B280000000008001",1
"B4P9290","7280000000008001",2
"B4P9291","4D80000000008001",2
"B4P9292","9380000000008001",1
"B4P9293","E980000000008001",2
"B4P9294","D080000000008001",1
"B4P9295","C880000000008001",1
"B4P9296","D280000000008001",1
"B4P9297","2080000000008001",2
"B4P9298","1080000000008001",2
"B4P9299","7080000000008001",2
"B4P9300","A580000000008001",2
"B4P9301","EBC0000000008001",2
"B4P9302","0020000000008001",2
"B4P9303","3BC0000000008001",2
"B4P9304","E020000000008001",1
"B4P9305","17C0000000008001",2
"B4P9306","6BC0000000008001",2
"B4P9307","63C0000000008001",1
"B4P9308","F7C0000000008001",2
"B4P9309","0BC0000000008001",2
"B4P9310","1FC0000000008001",1
"B4P9311","D3C0000000008001",2
"B4P9312","FBC0000000008001",2
"B4P9313","A3C0000000008001",2
"B4P9314","5420000000008001",2
"B4P9315","5020000000008001",2
"B4P9316","BC20000000008001",1
"B4P9317","4A20000000008001",1
"B4P9318","6E20000000008001",2
"B4P9319","EA20000000008001",2
"B4P9320","F220000000008001",1
"B4P9321","D220000000008001",1
"B4P9322","CC20000000008001",2
"B4P9323","9220000000008001",2
"B4P9324","4C20000000008001",2
"B4P9325","0620000000008001",2
"B4P9326","AE20000000008001",1
"B4P9326","D2D0000000008001",1
"B4P9327","1C20000000008001",2
"B4P9328","6220000000008001",2
"B4P9329","F820000000008001",2
"B4P9330","0220000000008001",2
"B4P9331","1220000000008001",2
"B4P9332","2E20000000008001",2
"B4P9333","2C20000000008001",2
"B4P9334","E220000000008001",1
"B4P9335","7620000000008001",1
"B4P9336","F420000000008001",2
"B4P9337","7A20000000008001",2
"B4P9338","7C20000000008001",2
"B4P9339","8A20000000008001",1
"B4P9340","AA20000000008001",1
"B4P9341","0420000000008001",1
"B4P9342","1DD0000000008001",1
"B4P9342","8620000000008001",1
"B4P9343","AC20000000008001",2
"B4P9344","4220000000008001",1
"B4P9345","DE20000000008001",1
"B4P9346","1420000000008001",2
"B4P9347","5C20000000008001",1
"B4P9348","8E20000000008001",1
"B4P9349","DA20000000008001",1
"B4P9350","B820000000008001",1
"B4P9351","D620000000008001",1
"B4P9352","0E20000000008001",2
"B4P9353","B220000000008001",2
"B4P9354","0A20000000008001",1
"B4P9355","F620000000008001",2
"B4P9356","A420000000008001",2
"B4P9357","C620000000008001",2
"B4P9358","2220000000008001",1
"B4P9359","5A20000000008001",2
"B4P9360","1E20000000008001",1
"B4P9361","1620000000008001",2
"B4P9362","6420000000008001",1
"B4P9363","8220000000008001",1
"B4P9364","9A20000000008001",1
"B4P9365","C220000000008001",1
"B4P9366","4E20000000008001",2
"B4P9367","8420000000008001",1
"B4P9369","7220000000008001",2
"B4P9370","2BA0000000008001",2
"B4P9371","75A0000000008001",1
"B4P9372","13A0000000008001",2
"B4P9373","EFD0000000008001",2
"B4P9373","CBA0000000008001",2
"B4P9374","F9A0000000008001",2
"B4P9374","D6D0000000008001",2
"B4P9375","85A0000000008001",2
"B4P9376","E3A0000000008001",2
"B4P9377","7230000000008001",1
"B4P9377","79A0000000008001",1
"B4P9378","A5A0000000008001",2
"B4P9379","25A0000000008001",1
"B4P9380","35A0000000008001",1
"B4P9381","05A0000000008001",1
"B4P9382","93A0000000008001",2
"B4P9383","EDA0000000008001",2
"B4P9384","E5A0000000008001",1
"B4P9385","ADA0000000008001",1
"B4P9386","33A0000000008001",2
"B4P9387","37A0000000008001",2
"B4P9388","2DA0000000008001",2
"B4P9389","EFA0000000008001",2
"B4P9390","B5A0000000008001",2
"B4P9391","1DA0000000008001",1
"B4P9392","D5A0000000008001",1
"B4P9393","45A0000000008001",2
"B4P9394","5DA0000000008001",2
"B4P9395","8BA0000000008001",1
"B4P9396","FDA0000000008001",2
"B4P9397","67A0000000008001",2
"B4P9398","CDA0000000008001",2
"B4P9399","83A0000000008001",1
"B4P9400","C5A0000000008001",1
"B4P9401","ED00000000008001",2
"B4P9402","DD00000000008001",2
"B4P9403","6D00000000008001",1
"B4P9404","F500000000008001",1
"B4P9405","3D00000000008001",1
"B4P9406","4D00000000008001",2
"B4P9407","3700000000008001",1
"B4P9408","FB00000000008001",2
"B4P9409","0700000000008001",1
"B4P9410","CD00000000008001",2
"B4P9411","BB00000000008001",1
"B4P9412","D700000000008001",1
"B4P9413","E700000000008001",2
"B4P9414","1700000000008001",1
"B4P9415","9700000000008001",1
"B4P9416","5700000000008001",2
"B4P9417","2700000000008001",1
"B4P9418","6700000000008001",1
"B4P9419","7B00000000008001",1
"B4P9420","A700000000008001",2
"B4P9421","4700000000008001",2
"B4P9422","C700000000008001",2
"B4P9423","8F00000000008001",1
"B4P9424","0F00000000008001",2
"B4P9425","F700000000008001",1
"B4P9426","2F00000000008001",1
"B4P9427","7700000000008001",2
"B4P9428","CF00000000008001",2
"B4P9429","6F00000000008001",2
"B4P9430","4F00000000008001",1
"B4P9431","AF00000000008001",2
"B4P9432","B880000000008001",2
"B4P9433","0480000000008001",1
"B4P9434","7880000000008001",1
"B4P9435","8480000000008001",2
"B4P9436","C480000000008001",1
"B4P9437","F880000000008001",2
"B4P9438","F480000000008001",1
"B4P9439","0C80000000008001",1
"B4P9441","4480000000008001",2
"B4P9442","B480000000008001",1
"B4P9443","7480000000008001",2
"B4P9444","A480000000008001",1
"B4P9445","3480000000008001",1
"B4P9446","2480000000008001",1
"B4P9447","6480000000008001",2
"B4P9448","E480000000008001",1
"B4P9449","1480000000008001",1
"B4P9450","5480000000008001",1
"B4P9451","9480000000008001",1
"B4P9452","8E80000000008001",2
"B4P9453","6680000000008001",1
"B4P9454","5A80000000008001",2
"B4P9455","A680000000008001",1
"B4P9456","9A80000000008001",1
"B4P9457","D480000000008001",2
"B4P9458","CE80000000008001",1
"B4P9459","DA80000000008001",2
"B4P9460","4E80000000008001",1
"B4P9461","AE80000000008001",2
"B4P9462","3A80000000008001",1
"B4P9463","2E80000000008001",1
"B4P9464","1680000000008001",2
"B4P9465","E680000000008001",2
"B4P9466","9680000000008001",1
"B4P9467","BA80000000008001",1
"B4P9468","E280000000008001",1
"B4P9469","A880000000008001",2
"B4P9470","6880000000008001",1
"B4P9471","2880000000008001",2
"B4P9472","E880000000008001",2
"B4P9473","1880000000008001",1
"B4P9475","0A80000000008001",1
"B4P9476","0880000000008001",2
"B4P9477","F280000000008001",2
"B4P9478","D880000000008001",2
"B4P9479","9880000000008001",2
"B4P9480","A280000000008001",2
"B4P9481","6280000000008001",2
"B4P9482","4280000000008001",2
"B4P9483","1020000000008001",1
"B4P9483","9E80000000008001",1
"B4P9484","B680000000008001",2
"B4P9485","8680000000008001",2
"B4P9486","6980000000008001",2
"B4P9487","4580000000008001",1
"B4P9488","7E80000000008001",2
"B4P9489","2A80000000008001",2
"B4P9490","9D80000000008001",1
"B4P9491","3680000000008001",1
"B4P9492","1E80000000008001",2
"B4P9493","0680000000008001",1
"B4P9494","AA80000000008001",1
"B4P9495","5D80000000008001",1
"B4P9496","D580000000008001",2
"B4P9497","3580000000008001",1
"B4P9498","B980000000008001",2
"B4P9499","3980000000008001",1
"B4P9500","5580000000008001",1
"B4P9501","3D40000000008001",1
"B4P9502","2B40000000008001",2
"B4P9503","5740000000008001",1
"B4P9504","E340000000008001",1
"B4P9505","D740000000008001",1
"B4P9506","CB40000000008001",1
"B4P9507","FB40000000008001",2
"B4P9508","F540000000008001",2
"B4P9509","6F40000000008001",2
"B4P9510","A6C0000000008001",1
"B4P9512","59C0000000008001",2
"B4P9513","9EC0000000008001",2
"B4P9513","3E20000000008001",2
"B4P9514","8DC0000000008001",2
"B4P9515","35C0000000008001",2
"B4P9516","C9C0000000008001",2
"B4P9516","2FC0000000008001",2
"B4P9517","CDC0000000008001",1
"B4P9518","31C0000000008001",2
"B4P9519","AEC0000000008001",1
"B4P9520","C5C0000000008001",1
"B4P9521","B9C0000000008001",2
"B4P9522","3EC0000000008001",2
"B4P9523","C1C0000000008001",1
"B4P9524","06C0000000008001",2
"B4P9525","5820000000008001",2
"B4P9526","3820000000008001",2
"B4P9527","0820000000008001",1
"B4P9528","9FC0000000008001",1
"B4P9529","07C0000000008001",2
"B4P9530","01C0000000008001",1
"B4P9531","D020000000008001",2
"B4P9532","9BC0000000008001",2
"B4P9532","7BC0000000008001",2
"B4P9533","CFC0000000008001",2
"B4P9534","3020000000008001",2
"B4P9535","CBC0000000008001",2
"B4P9536","C7C0000000008001",2
"B4P9536","8BC0000000008001",2
"B4P9537","A020000000008001",1
"B4P9538","89C0000000008001",2
"B4P9539","5EC0000000008001",1
"B4P9540","67C0000000008001",2
"B4P9541","7020000000008001",2
"B4P9542","FFC0000000008001",2
"B4P9543","8020000000008001",1
"B4P9544","AFC0000000008001",2
"B4P9545","F3C0000000008001",1
"B4P9546","2020000000008001",1
"B4P9547","C020000000008001",2
"B4P9548","A7C0000000008001",2
"B4P9549","77C0000000008001",1
"B4P9550","E820000000008001",1
"B4P9551","37C0000000008001",2
"B4P9552","53C0000000008001",2
"B4P9554","6FC0000000008001",1
"B4P9555","13C0000000008001",1
"B4P9556","3FC0000000008001",1
"B4P9557","0C20000000008001",2
"B4P9558","FC20000000008001",2
"B4P9559","BA20000000008001",1
"B4P9560","9E20000000008001",1
"B4P9561","4620000000008001",2
"B4P9561","FCD0000000008001",2
"B4P9562","3620000000008001",1
"B4P9563","C420000000008001",2
"B4P9564","93C0000000008001",2
"B4P9565","1820000000008001",2
"B4P9566","03C0000000008001",2
"B4P9567","57C0000000008001",1
"B4P9568","4FC0000000008001",2
"B4P9569","DFC0000000008001",2
"B4P9570","B3C0000000008001",2
"B4P9571","87C0000000008001",2
"B4P9572","EFC0000000008001",2
"B4P9573","9820000000008001",1
"B4P9574","23C0000000008001",1
"B4P9574","B3D0000000008001",1
"B4P9575","5FC0000000008001",2
"B4P9576","D820000000008001",2
"B4P9577","2BC0000000008001",2
"B4P9578","E7C0000000008001",2
"B4P9579","6820000000008001",2
"B4P9580","27C0000000008001",2
"B4P9581","4020000000008001",1
"B4P9582","8FC0000000008001",1
"B4P9583","CE20000000008001",2
"B4P9583","FDC0000000008001",2
"B4P9584","E3C0000000008001",2
"B4P9585","4820000000008001",2
"B4P9586","1BC0000000008001",1
"B4P9587","F020000000008001",2
"B4P9588","D7C0000000008001",2
"B4P9589","47C0000000008001",1
"B4P9590","BDC0000000008001",1
"B4P9591","BFC0000000008001",2
"B4P9592","97C0000000008001",2
"B4P9593","7DC0000000008001",2
"B4P9594","6020000000008001",1
"B4P9595","0FC0000000008001",2
"B4P9596","ABC0000000008001",2
"B4P9597","4BC0000000008001",1
"B4P9598","7FC0000000008001",2
"B4P9599","5BC0000000008001",1
"B4P9601","D420000000008001",2
"B4P9602","DC20000000008001",1
"B4P9603","6C20000000008001",2
"B4P9604","9420000000008001",2
"B4P9605","3420000000008001",2
"B4P9606","EE20000000008001",2
"B4P9607","A220000000008001",2
"B4P9608","B620000000008001",1
"B4P9609","6A20000000008001",2
"B4P9611","7420000000008001",1
"B4P9612","E420000000008001",2
"B4P9613","CA20000000008001",2
"B4P9614","1A20000000008001",2
"B4P9615","EC20000000008001",2
"B4P9616","2A20000000008001",2
"B4P9617","B420000000008001",2
"B4P9618","E560000000008001",1
"B4P9619","0E60000000008001",1
"B4P9620","E620000000008001",1
"B4P9621","8960000000008001",1
"B4P9622","A160000000008001",2
"B4P9623","9560000000008001",2
"B4P9624","9D60000000008001",2
"B4P9625","3160000000008001",2
"B4P9626","A620000000008001",1
"B4P9627","8C20000000008001",1
"B4P9628","F160000000008001",1
"B4P9629","CD60000000008001",2
"B4P9630","AD60000000008001",2
"B4P9631","EE60000000008001",1
"B4P9632","5960000000008001",1
"B4P9633","3E60000000008001",2
"B4P9634","1E60000000008001",2
"B4P9635","6620000000008001",1
"B4P9636","0960000000008001",2
"B4P9637","6E60000000008001",1
"B4P9638","B960000000008001",2
"B4P9639","4E60000000008001",1
"B4P9640","BA60000000008001",1
"B4P9641","1960000000008001",2
"B4P9642","4960000000008001",1
"B4P9643","2D60000000008001",1
"B4P9644","2660000000008001",1
"B4P9645","7160000000008001",2
"B4P9646","5660000000008001",2
"B4P9647","9660000000008001",2
"B4P9648","BE60000000008001",1
"B4P9649","0560000000008001",2
"B4P9650","1160000000008001",1
"B4P9651","8160000000008001",1
"B4P9652","6160000000008001",2
"B4P9653","C660000000008001",1
"B4P9654","1660000000008001",1
"B4P9655","D560000000008001",2
"B4P9656","F660000000008001",1
"B4P9657","6560000000008001",1
"B4P9658","7E60000000008001",1
"B4P9659","1560000000008001",1
"B4P9660","9960000000008001",1
"B4P9661","3A20000000008001",2
"B4P9662","2620000000008001",1
"B4P9663","9620000000008001",2
"B4P9664","B8E0000000008001",2
"B4P9665","94E0000000008001",2
"B4P9666","ACE0000000008001",2
"B4P9667","82E0000000008001",1
"B4P9668","B2E0000000008001",1
"B4P9669","9AE0000000008001",2
"B4P9670","78E0000000008001",1
"B4P9671","8EE0000000008001",1
"B4P9672","A6E0000000008001",2
"B4P9673","42E0000000008001",1
"B4P9674","6CE0000000008001",1
"B4P9675","54E0000000008001",2
"B4P9676","72E0000000008001",1
"B4P9677","5AE0000000008001",1
"B4P9678","66E0000000008001",1
"B4P9679","4EE0000000008001",2
"B4P9680","F8E0000000008001",1
"B4P9681","D4E0000000008001",1
"B4P9682","C2E0000000008001",2
"B4P9683","ECE0000000008001",1
"B4P9684","F2E0000000008001",2
"B4P9685","DAE0000000008001",2
"B4P9686","E6E0000000008001",2
"B4P9687","CEE0000000008001",2
"B4P9688","04E0000000008001",2
"B4P9689","22E0000000008001",2
"B4P9690","1CE0000000008001",2
"B4P9691","96E0000000008001",2
"B4P9692","A2E0000000008001",1
"B4P9693","9CE0000000008001",1
"B4P9694","BAE0000000008001",2
"B4P9695","34E0000000008001",1
"B4P9696","2EE0000000008001",2
"B4P9697","AEE0000000008001",2
"B4P9698","0AE0000000008001",1
"B4P9699","16E0000000008001",2
"B4P9700","3AE0000000008001",2
"B4P9701","0C40000000008001",2
"B4P9702","C840000000008001",2
"B4P9703","3C40000000008001",2
"B4P9704","3840000000008001",1
"B4P9705","F440000000008001",1
"B4P9706","5440000000008001",1
"B4P9707","9440000000008001",1
"B4P9708","AC40000000008001",1
"B4P9709","4C40000000008001",1
"B4P9711","FF80000000008001",2
"B4P9712","96C0000000008001",2
"B4P9712","8C40000000008001",2
"B4P9713","B840000000008001",2
"B4P9714","7840000000008001",2
"B4P9715","A840000000008001",2
"B4P9716","E940000000008001",1
"B4P9717","DA40000000008001",1
"B4P9718","3140000000008001",1
"B4P9719","4E40000000008001",1
"B4P9720","7E40000000008001",2
"B4P9721","5A40000000008001",1
"B4P9722","6640000000008001",2
"B4P9723","4240000000008001",1
"B4P9724","9140000000008001",2
"B4P9725","7240000000008001",2
"B4P9726","C240000000008001",2
"B4P9727","8E40000000008001",1
"B4P9728","E640000000008001",1
"B4P9729","F240000000008001",1
"B4P9730","9A40000000008001",1
"B4P9731","BE40000000008001",2
"B4P9732","A640000000008001",2
"B4P9733","B240000000008001",2
"B4P9734","3440000000008001",2
"B4P9735","EC40000000008001",1
"B4P9736","CC40000000008001",2
"B4P9737","D440000000008001",2
"B4P9738","8140000000008001",1
"B4P9739","AE40000000008001",1
"B4P9740","9640000000008001",2
"B4P9741","BA40000000008001",1
"B4P9742","8A40000000008001",2
"B4P9743","B140000000008001",2
"B4P9744","9940000000008001",1
"B4P9745","2C40000000008001",2
"B4P9747","5C40000000008001",1
"B4P9748","1F80000000008001",1
"B4P9749","5F80000000008001",2
"B4P9750","1C40000000008001",2
"B4P9751","0440000000008001",2
"B4P9752","DC40000000008001",2
"B4P9753","8240000000008001",2
"B4P9754","CE40000000008001",2
"B4P9755","A940000000008001",1
"B4P9756","5140000000008001",1
"B4P9757","1640000000008001",2
"B4P9758","2E40000000008001",1
"B4P9759","1940000000008001",1
"B4P9760","3A40000000008001",1
"B4P9761","0140000000008001",2
"B4P9762","FE40000000008001",1
"B4P9763","6940000000008001",2
"B4P9764","0A40000000008001",1
"B4P9765","3240000000008001",1
"B4P9766","1140000000008001",2
"B4P9767","2240000000008001",1
"B4P9768","C940000000008001",2
"B4P9769","2940000000008001",2
"B4P9770","E140000000008001",2
"B4P9771","2840000000008001",2
"B4P9772","0E40000000008001",1
"B4P9773","3E40000000008001",1
"B4P9774","2640000000008001",1
"B4P9775","DE40000000008001",1
"B4P9776","0240000000008001",1
"B4P9777","1A40000000008001",1
"B4P9778","F640000000008001",1
"B4P9779","0640000000008001",1
"B4P9780","3940000000008001",2
"B4P9781","D940000000008001",1
"B4P9782","3640000000008001",1
"B4P9783","D640000000008001",2
"B4P9784","F140000000008001",2
"B4P9785","6E40000000008001",1
"B4P9786","7D40000000008001",1
"B4P9787","5940000000008001",2
"B4P9788","5640000000008001",1
"B4P9789","4D40000000008001",1
"B4P9790","5340000000008001",2
"B4P9791","9B40000000008001",2
"B4P9792","8F40000000008001",2
"B4P9792","DA30000000008001",2
"B4P9793","AD40000000008001",1
"B4P9794","B340000000008001",2
"B4P9795","4B40000000008001",2
"B4P9796","BB40000000008001",2
"B4P9797","8B40000000008001",1
"B4P9798","F340000000008001",1
"B4P9799","C340000000008001",2
"B4P9800","0B40000000008001",2
"B4P9801","BD00000000008001",2
"B4P9802","AB00000000008001",2
"B4P9803","7D00000000008001",2
"B4P9804","9180000000008001",1
"B4P9805","5180000000008001",1
"B4P9806","6180000000008001",2
"B4P9807","8980000000008001",2
"B4P9808","1180000000008001",2
"B4P9809","E180000000008001",1
"B4P9810","4980000000008001",2
"B4P9811","7980000000008001",2
"B4P9812","F980000000008001",2
"B4P9813","C980000000008001",2
"B4P9814","0580000000008001",2
"B4P9815","2980000000008001",2
"B4P9816","BB80000000008001",2
"B4P9817","7B80000000008001",2
"B4P9818","FB80000000008001",1
"B4P9819","0780000000008001",2
"B4P9820","8780000000008001",2
"B4P9821","4780000000008001",1
"B4P9822","7440000000008001",2
"B4P9823","B440000000008001",2
"B4P9824","9C40000000008001",2
"B4P9825","A240000000008001",1
"B4P9826","4140000000008001",2
"B4P9827","D240000000008001",2
"B4P9828","2680000000008001",1
"B4P9829","0E80000000008001",1
"B4P9830","C640000000008001",1
"B4P9831","EA40000000008001",1
"B4P9832","5AC0000000008001",2
"B4P9832","FC40000000008001",2
"B4P9833","5F40000000008001",1
"B4P9834","0340000000008001",2
"B4P9835","3340000000008001",1
"B4P9836","3F80000000008001",2
"B4P9837","1B40000000008001",1
"B4P9838","C140000000008001",2
"B4P9839","2140000000008001",1
"B4P9840","7A40000000008001",1
"B4P9841","CA40000000008001",1
"B4P9842","4A40000000008001",2
"B4P9843","2D40000000008001",2
"B4P9844","1540000000008001",2
"B4P9845","FA40000000008001",1
"B4P9846","0940000000008001",2
"B4P9847","7C40000000008001",1
"B4P9848","DF80000000008001",2
"B4P9849","B940000000008001",1
"B4P9850","7940000000008001",1
"B4P9851","55C0000000008001",2
"B4P9851","8540000000008001",2
"B4P9852","A540000000008001",1
"B4P9853","F940000000008001",2
"B4P9854","BF80000000008001",2
"B4P9855","C540000000008001",1
"B4P9856","0040000000008001",2
"B4P9857","6B40000000008001",1
"B4P9858","5240000000008001",1
"B4P9859","BD40000000008001",2
"B4P9860","4740000000008001",2
"B4P9861","7740000000008001",2
"B4P9862","D540000000008001",1
"B4P9863","F740000000008001",2
"B4P9864","EB40000000008001",1
"B4P9865","DF40000000008001",2
"B4P9866","C740000000008001",2
"B4P9867","6240000000008001",1
"B4P9868","7340000000008001",1
"B4P9869","4340000000008001",1
"B4P9870","6D40000000008001",2
"B4P9871","4F40000000008001",1
"B4P9872","5B40000000008001",2
"B4P9873","6740000000008001",2
"B4P9874","FD40000000008001",1
"B4P9875","E240000000008001",2
"B4P9876","D340000000008001",2
"B4P9877","CD40000000008001",1
"B4P9878","3F40000000008001",2
"B4P9879","E540000000008001",1
"B4P9880","1240000000008001",1
"B4P9881","9540000000008001",2
"B4P9882","EE40000000008001",2
"B4P9883","2A40000000008001",1
"B4P9884","5540000000008001",1
"B4P9885","1E40000000008001",2
"B4P9886","0F40000000008001",1
"B4P9887","2540000000008001",2
"B4P9888","8740000000008001",1
"B4P9889","4540000000008001",1
"B4P9890","8D40000000008001",2
"B4P9891","AB40000000008001",1
"B4P9892","9340000000008001",1
"B4P9893","6540000000008001",2
"B4P9894","0D40000000008001",1
"B4P9895","B740000000008001",1
"B4P9896","2740000000008001",2
"B4P9897","0740000000008001",2
"B4P9898","0540000000008001",2
"B4P9899","9F40000000008001",2
"B4P9900","1340000000008001",1
"B4P9901","0D20000000008001",2
"B4P9902","8520000000008001",2
"B4P9903","D120000000008001",1
"B4P9904","1B20000000008001",1
"B4P9905","7E20000000008001",2
"B4P9906","A920000000008001",2
"B4P9907","5D20000000008001",2
"B4P9908","A520000000008001",2
"B4P9909","6920000000008001",2
"B4P9910","C520000000008001",1
"B4P9912","2920000000008001",1
"B4P9913","1920000000008001",1
"B4P9914","9320000000008001",2
"B4P9915","E520000000008001",1
"B4P9916","0120000000008001",1
"B4P9917","EB20000000008001",1
"B4P9918","9920000000008001",1
"B4P9919","3D20000000008001",1
"B4P9920","9D20000000008001",1
"B4P9921","E320000000008001",1
"B4P9922","FE20000000008001",2
"B4P9923","ED20000000008001",1
"B4P9924","1320000000008001",1
"B4P9925","3920000000008001",1
"B4P9926","0320000000008001",1
"B4P9927","6D20000000008001",1
"B4P9928","B920000000008001",2
"B4P9929","2D20000000008001",2
"B4P9930","8B20000000008001",1
"B4P9931","9520000000008001",1
"B4P9932","AD20000000008001",2
"B4P9933","4D20000000008001",1
"B4P9934","FD20000000008001",2
"B4P9935","B320000000008001",1
"B4P9936","D320000000008001",1
"B4P9937","CB20000000008001",1
"B4P9938","AB20000000008001",2
"B4P9939","5320000000008001",1
"B4P9940","6120000000008001",2
"B4P9942","2B20000000008001",1
"B4P9943","F320000000008001",1
"B4P9944","C320000000008001",2
"B4P9945","BD20000000008001",1
"B4P9946","D520000000008001",2
"B4P9947","B120000000008001",1
"B4P9948","E920000000008001",2
"B4P9949","9120000000008001",2
"B4P9950","7D20000000008001",2
"B4P9951","6320000000008001",1
"B4P9952","6520000000008001",2
"B4P9953","F120000000008001",2
